"ses","age","rate","CI_low","CI_high","ethnicity","outcome"
"4","15-29",4.80823532465254,1.47635946224796,8.14011118705713,"Other Asian","poor GH"
"4","30-44",17.0787497080432,10.5140103028486,23.6434891132378,"Other Asian","poor GH"
"4","45-59",69.8361983619836,46.0090696441565,93.6633270798107,"Other Asian","poor GH"
"4","60-74",205.852095804249,130.930954415244,280.773237193254,"Other Asian","poor GH"
"4","75",113.960113960114,22.7747070017985,205.145520918429,"Other Asian","poor GH"
"5","0-14",9.85759322156381,4.03223494024888,15.6829515028787,"Other Asian","poor GH"
"5","15-29",8.65436013523335,4.12101236420149,13.1877079062652,"Other Asian","poor GH"
"5","30-44",44.6956512885867,34.5121411245602,54.8791614526133,"Other Asian","poor GH"
"5","45-59",91.0349424377779,65.5456269359605,116.524257939595,"Other Asian","poor GH"
"5","60-74",167.915411424183,88.0949584152156,247.735864433151,"Other Asian","poor GH"
"5","75",365.384615384615,138.921045888718,591.848184880513,"Other Asian","poor GH"
"overall","0-14",6.26863024881896,4.02547094275594,8.51178955488198,"Other Asian","poor GH"
"overall","15-29",5.44207161112339,3.83407175685788,7.0500714653889,"Other Asian","poor GH"
"overall","30-44",19.3455192445265,16.2700832855499,22.420955203503,"Other Asian","poor GH"
"overall","45-59",61.6426216852413,52.5096908681656,70.7755525023169,"Other Asian","poor GH"
"overall","60-74",139.144129555066,113.022532228843,165.265726881289,"Other Asian","poor GH"
"overall","75",192.60710553814,132.91864193859,252.29556913769,"Other Asian","poor GH"
"1","0-64",20.6537571007284,15.849591360436,25.4579228410208,"Other Asian","poor GH"
"2","0-64",25.6431129954081,19.2080334514681,32.0781925393481,"Other Asian","poor GH"
"3","0-64",27.4059549618087,21.0311947055804,33.7807152180371,"Other Asian","poor GH"
"4","0-64",37.5128410240544,29.7193319703751,45.3063500777338,"Other Asian","poor GH"
"5","0-64",46.355900190088,39.0816068382881,53.6301935418878,"Other Asian","poor GH"
"overall","0-64",30.6194099445224,27.7840650054424,33.4547548836025,"Other Asian","poor GH"
"1","all",38.2225738385485,30.4542638927968,45.9908837843003,"Other Asian","poor GH"
"2","all",60.9204837390813,48.0450399080296,73.795927570133,"Other Asian","poor GH"
"3","all",55.3551670376293,43.5873259849046,67.1230080903541,"Other Asian","poor GH"
"4","all",64.289972958605,52.3300097212216,76.2499361959885,"Other Asian","poor GH"
"5","all",91.5071579226264,77.9495168014887,105.064799043764,"Other Asian","poor GH"
"overall","all",58.8513331373785,53.9329421333464,63.7697241414107,"Other Asian","poor GH"
"1","0-14",7.21609753145828,4.05356146079717,10.3786336021194,"Pakistani","poor GH"
"1","15-29",6.66719584519958,3.58716510534945,9.7472265850497,"Pakistani","poor GH"
"1","30-44",22.4230410888488,16.4970463848942,28.3490357928035,"Pakistani","poor GH"
"1","45-59",81.937863171223,67.5159830124748,96.3597433299713,"Pakistani","poor GH"
"1","60-74",170.379715522573,139.895476600454,200.863954444691,"Pakistani","poor GH"
"1","75",322.173175322782,246.70072529629,397.645625349273,"Pakistani","poor GH"
"2","0-14",8.08194950506571,4.7047798113931,11.4591191987383,"Pakistani","poor GH"
"2","15-29",11.4608366969264,7.55056039900698,15.3711129948457,"Pakistani","poor GH"
"2","30-44",35.2695640369779,27.815399807936,42.7237282660198,"Pakistani","poor GH"
"2","45-59",111.187348142357,93.8503093946909,128.524386890024,"Pakistani","poor GH"
"2","60-74",250.702596167896,208.722189744169,292.683002591622,"Pakistani","poor GH"
"2","75",334.440998912959,251.856730053711,417.025267772207,"Pakistani","poor GH"
"3","0-14",6.27748837753771,3.45483722349453,9.10013953158089,"Pakistani","poor GH"
"3","15-29",14.924213461234,10.410698379726,19.437728542742,"Pakistani","poor GH"
"3","30-44",36.6230294152962,29.0984598670365,44.147598963556,"Pakistani","poor GH"
"3","45-59",141.201838550715,120.160886288384,162.242790813046,"Pakistani","poor GH"
"3","60-74",227.750770289364,183.112439567523,272.389101011205,"Pakistani","poor GH"
"3","75",302.706552706553,217.071948543025,388.341156870081,"Pakistani","poor GH"
"4","0-14",6.38570318727401,3.43571303113902,9.335693343409,"Pakistani","poor GH"
"4","15-29",7.17209743529216,4.02884490266962,10.3153499679147,"Pakistani","poor GH"
"4","30-44",48.3739301660426,39.4548464030977,57.2930139289876,"Pakistani","poor GH"
"4","45-59",147.73632208221,124.844762452835,170.627881711585,"Pakistani","poor GH"
"4","60-74",232.840946336522,187.204959441941,278.476933231102,"Pakistani","poor GH"
"4","75",303.996519028538,227.076200057255,380.91683799982,"Pakistani","poor GH"
"5","0-14",9.46792098169953,5.75656415517909,13.17927780822,"Pakistani","poor GH"
"5","15-29",17.247000375967,11.8341083963517,22.6598923555823,"Pakistani","poor GH"
"5","30-44",68.5133344973156,57.4752849756864,79.5513840189447,"Pakistani","poor GH"
"5","45-59",215.893884301736,184.528346596288,247.259422007184,"Pakistani","poor GH"
"5","60-74",333.39073078244,270.220898591091,396.560562973789,"Pakistani","poor GH"
"5","75",308.295039472134,207.587177142511,409.002901801757,"Pakistani","poor GH"
"overall","0-14",7.42510782623629,5.99807426792621,8.85214138454636,"Pakistani","poor GH"
"overall","15-29",11.3699137182903,9.56239224224699,13.1774351943336,"Pakistani","poor GH"
"overall","30-44",41.5361155423903,37.8696254966143,45.2026055881662,"Pakistani","poor GH"
"overall","45-59",131.023708529301,121.927323851678,140.120093206923,"Pakistani","poor GH"
"overall","60-74",232.107483179692,212.951798416701,251.263167942683,"Pakistani","poor GH"
"overall","75",314.63715711041,277.584597396308,351.689716824512,"Pakistani","poor GH"
"1","0-64",37.509714597836,32.8032267944483,42.2162024012237,"Pakistani","poor GH"
"2","0-64",61.8417420256978,55.4623953356144,68.2210887157812,"Pakistani","poor GH"
"3","0-64",65.4132248653005,58.6086738438169,72.217775886784,"Pakistani","poor GH"
"4","0-64",71.4030202137041,63.9649025872608,78.8411378401473,"Pakistani","poor GH"
"5","0-64",111.697165583069,101.319247503565,122.075083662574,"Pakistani","poor GH"
"overall","0-64",65.4530238871903,62.3942675174315,68.511780256949,"Pakistani","poor GH"
"1","all",80.8235590915328,72.9714042120821,88.6757139709835,"Pakistani","poor GH"
"2","all",104.788043609405,95.5939366801634,113.982150538648,"Pakistani","poor GH"
"3","all",104.892700270489,95.4398498382319,114.345550702746,"Pakistani","poor GH"
"4","all",108.257874130126,98.4810651045876,118.034683155665,"Pakistani","poor GH"
"5","all",145.592596408266,133.278565503524,157.906627313008,"Pakistani","poor GH"
"overall","all",105.167594952181,100.948650340516,109.386539563847,"Pakistani","poor GH"
"1","0-14",4.92808201040326,3.24668973608085,6.60947428472566,"Asian (total)","poor GH"
"1","15-29",4.03513574077274,2.78465719736998,5.28561428417551,"Asian (total)","poor GH"
"1","30-44",12.9238105676288,10.4518358471375,15.39578528812,"Asian (total)","poor GH"
"1","45-59",48.8353649327202,42.482500323521,55.1882295419195,"Asian (total)","poor GH"
"1","60-74",119.303095842052,103.851189634108,134.755002049995,"Asian (total)","poor GH"
"1","75",235.613830084935,196.723707344568,274.503952825302,"Asian (total)","poor GH"
"2","0-14",4.44021140082532,2.69968051495297,6.18074228669768,"Asian (total)","poor GH"
"2","15-29",5.6237047548415,4.21244913094284,7.03496037874017,"Asian (total)","poor GH"
"2","30-44",20.2357920063171,16.8348529961628,23.6367310164714,"Asian (total)","poor GH"
"2","45-59",76.6647487032677,67.5202074093055,85.80928999723,"Asian (total)","poor GH"
"2","60-74",171.899201521215,150.014139718163,193.784263324266,"Asian (total)","poor GH"
"2","75",256.466282577882,211.325662003377,301.606903152387,"Asian (total)","poor GH"
"3","0-14",5.051929281793,3.21324842440503,6.89061013918097,"Asian (total)","poor GH"
"3","15-29",7.34480778689448,5.68255184465821,9.00706372913075,"Asian (total)","poor GH"
"3","30-44",21.8234552080495,18.3075209583605,25.3393894577384,"Asian (total)","poor GH"
"3","45-59",89.5549660269078,79.1026336790229,100.007298374793,"Asian (total)","poor GH"
"3","60-74",154.730545341537,131.192515820807,178.268574862266,"Asian (total)","poor GH"
"3","75",252.07118147759,201.647369876405,302.494993078775,"Asian (total)","poor GH"
"4","0-14",5.84280264889104,3.9071149671063,7.77849033067578,"Asian (total)","poor GH"
"4","15-29",6.0247350045381,4.4606922792927,7.5887777297835,"Asian (total)","poor GH"
"4","30-44",28.377900994908,24.3214200934628,32.4343818963532,"Asian (total)","poor GH"
"4","45-59",101.136831893257,89.0732700707557,113.200393715759,"Asian (total)","poor GH"
"4","60-74",190.245238632335,163.5431900582,216.947287206471,"Asian (total)","poor GH"
"4","75",224.79370060437,179.590371022404,269.997030186336,"Asian (total)","poor GH"
"5","0-14",9.97028587981416,7.40437418990867,12.5361975697196,"Asian (total)","poor GH"
"5","15-29",9.54209486590563,7.38255518121357,11.7016345505977,"Asian (total)","poor GH"
"5","30-44",45.328931636905,40.1028684918455,50.5549947819645,"Asian (total)","poor GH"
"5","45-59",140.148743563927,124.958545964815,155.338941163038,"Asian (total)","poor GH"
"5","60-74",219.999519444478,187.589209071697,252.409829817258,"Asian (total)","poor GH"
"5","75",261.914746215131,204.876582926064,318.952909504199,"Asian (total)","poor GH"
"overall","0-14",6.00676012938049,5.12925002117404,6.88427023758694,"Asian (total)","poor GH"
"overall","15-29",6.3842533136682,5.67126429111736,7.09724233621903,"Asian (total)","poor GH"
"overall","30-44",24.8796615651455,23.2226191947746,26.5367039355163,"Asian (total)","poor GH"
"overall","45-59",84.2016714919851,79.7527003691563,88.6506426148138,"Asian (total)","poor GH"
"overall","60-74",161.157574639311,151.189025422452,171.126123856171,"Asian (total)","poor GH"
"overall","75",246.114249041965,225.29822856039,266.930269523539,"Asian (total)","poor GH"
"1","0-64",22.4812004907751,20.4356575561946,24.5267434253557,"Asian (total)","poor GH"
"2","0-64",37.8280108023876,34.7678620011297,40.8881596036454,"Asian (total)","poor GH"
"3","0-64",39.5945277292078,36.3969168648532,42.7921385935624,"Asian (total)","poor GH"
"4","0-64",48.1616298611607,44.3828031910468,51.9404565312746,"Asian (total)","poor GH"
"5","0-64",68.1484028942892,63.4981475660711,72.7986582225074,"Asian (total)","poor GH"
"overall","0-64",39.9715132830085,38.5619332883932,41.3810932776237,"Asian (total)","poor GH"
"1","all",55.045528375454,51.1701038389519,58.9209529119561,"Asian (total)","poor GH"
"2","all",73.004526684704,68.1053470348741,77.9037063345339,"Asian (total)","poor GH"
"3","all",73.1431727152962,68.0619836846227,78.2243617459698,"Asian (total)","poor GH"
"4","all",80.1615947204193,74.7406522748841,85.5825371659544,"Asian (total)","poor GH"
"5","all",101.160283626175,94.9122494840201,107.40831776833,"Asian (total)","poor GH"
"overall","all",73.1812814565678,70.9865402617698,75.3760226513658,"Asian (total)","poor GH"
"1","0-14",1.07421875,-1.03121131151764,3.17964881151764,"White Irish","poor GH"
"1","15-29",4.85943655251824,2.31395479308192,7.40491831195456,"White Irish","poor GH"
"1","30-44",12.0367783534392,8.39650740903499,15.6770492978435,"White Irish","poor GH"
"1","45-59",28.698756587844,22.7364244052913,34.6610887703967,"White Irish","poor GH"
"1","60-74",60.7364307908664,49.7777985147156,71.6950630670172,"White Irish","poor GH"
"1","75",123.474290955273,99.6288136697189,147.319768240826,"White Irish","poor GH"
"2","0-14",0,NA,NA,"White Irish","poor GH"
"2","15-29",4.5807605580229,2.18125552924542,6.98026558680039,"White Irish","poor GH"
"2","30-44",13.3376083412998,9.09694053795983,17.5782761446398,"White Irish","poor GH"
"2","45-59",48.6039853458728,39.7591250495996,57.448845642146,"White Irish","poor GH"
"2","60-74",87.2323335932996,73.6305131269992,100.8341540596,"White Irish","poor GH"
"2","75",185.036692863792,155.906718683918,214.166667043666,"White Irish","poor GH"
"3","0-14",1.65719696969697,-1.59084940619801,4.90524334559195,"White Irish","poor GH"
"3","15-29",4.71927291702699,2.0491419629671,7.38940387108688,"White Irish","poor GH"
"3","30-44",19.4083138819848,13.9177711041532,24.8988566598164,"White Irish","poor GH"
"3","45-59",60.1744995760016,49.9478174324177,70.4011817195855,"White Irish","poor GH"
"3","60-74",104.726899176408,89.7963619806083,119.657436372208,"White Irish","poor GH"
"3","75",178.412680798264,151.749645570872,205.075716025656,"White Irish","poor GH"
"4","0-14",13.5309278350515,2.70412959584821,24.3577260742549,"White Irish","poor GH"
"4","15-29",5.3134324074202,2.30713025181285,8.31973456302755,"White Irish","poor GH"
"4","30-44",39.5612345582559,30.6078488285432,48.5146202879686,"White Irish","poor GH"
"4","45-59",96.7403828376674,82.6078618141302,110.872903861205,"White Irish","poor GH"
"4","60-74",150.55247815755,133.164873553894,167.940082761206,"White Irish","poor GH"
"4","75",195.190502509036,169.68607883957,220.694926178502,"White Irish","poor GH"
"5","0-14",7.11382113821138,0.142404526534362,14.0852377498884,"White Irish","poor GH"
"5","15-29",18.8847844236977,11.8898909181253,25.87967792927,"White Irish","poor GH"
"5","30-44",64.7728293743812,52.7769539287538,76.7687048200087,"White Irish","poor GH"
"5","45-59",162.219571393561,143.801540013036,180.637602774085,"White Irish","poor GH"
"5","60-74",181.615874045643,162.855104625453,200.376643465833,"White Irish","poor GH"
"5","75",250.052882169584,223.3160274013,276.789736937869,"White Irish","poor GH"
"overall","0-14",3.79584935491403,1.64818486555255,5.94351384427551,"White Irish","poor GH"
"overall","15-29",6.42693386543041,5.01859576546923,7.83527196539159,"White Irish","poor GH"
"overall","30-44",25.2933059285328,22.5001292255245,28.0864826315412,"White Irish","poor GH"
"overall","45-59",71.6556704351649,66.739198375469,76.5721424948607,"White Irish","poor GH"
"overall","60-74",117.499380291274,110.59640871823,124.402351864318,"White Irish","poor GH"
"overall","75",193.419396279104,181.377045121792,205.461747436417,"White Irish","poor GH"
"1","0-64",15.2747055686095,13.0676563050515,17.4817548321676,"White Irish","poor GH"
"2","0-64",23.3863733673348,20.402674643632,26.3700720910377,"White Irish","poor GH"
"3","0-64",28.6850909387132,25.2050522802461,32.1651295971803,"White Irish","poor GH"
"4","0-64",48.8590826914871,43.8328789684203,53.8852864145539,"White Irish","poor GH"
"5","0-64",76.3439008182201,70.032085546804,82.6557160896363,"White Irish","poor GH"
"overall","0-64",34.7899641494213,33.0884745382298,36.4914537606128,"White Irish","poor GH"
"1","all",30.5072583261213,27.3860824723867,33.6284341798558,"White Irish","poor GH"
"2","all",44.5462972041601,40.5653431696221,48.5272512386981,"White Irish","poor GH"
"3","all",50.7425806704695,46.5210091602394,54.9641521806996,"White Irish","poor GH"
"4","all",73.4449348128801,68.3104287891461,78.5794408366141,"White Irish","poor GH"
"5","all",103.447869426483,97.4375367594044,109.458202093561,"White Irish","poor GH"
"overall","all",58.4017328909742,56.4172497020524,60.3862160798961,"White Irish","poor GH"
"1","0-14",1.11971902106925,0.511044012330745,1.72839402980776,"White British","poor GH"
"1","15-29",5.6268980105469,4.56567842457416,6.68811759651965,"White British","poor GH"
"1","30-44",9.94773740275069,8.78255642011059,11.1129183853908,"White British","poor GH"
"1","45-59",22.075487986543,20.4199160665185,23.7310599065675,"White British","poor GH"
"1","60-74",42.8725866300697,40.1260218086366,45.6191514515028,"White British","poor GH"
"1","75",113.208089840273,106.607445508976,119.80873417157,"White British","poor GH"
"2","0-14",1.6845767307625,0.883794499772693,2.4853589617523,"White British","poor GH"
"2","15-29",7.65217454240494,6.44750727673873,8.85684180807115,"White British","poor GH"
"2","30-44",19.3032447049376,17.6078776643095,20.9986117455658,"White British","poor GH"
"2","45-59",44.4404278120017,42.0448482758895,46.8360073481139,"White British","poor GH"
"2","60-74",64.5058042923579,61.2127556647558,67.79885291996,"White British","poor GH"
"2","75",127.750442779344,120.282046576546,135.218838982141,"White British","poor GH"
"3","0-14",2.44532551917801,1.31566352290845,3.57498751544756,"White British","poor GH"
"3","15-29",9.60915103209762,8.12022501350804,11.0980770506872,"White British","poor GH"
"3","30-44",27.8094870820869,25.4832450552127,30.135729108961,"White British","poor GH"
"3","45-59",62.9909587007967,59.6005305354709,66.3813868661225,"White British","poor GH"
"3","60-74",84.9244775051149,80.4727621362865,89.3761928739432,"White British","poor GH"
"3","75",148.940948508371,140.066352831479,157.815544185262,"White British","poor GH"
"4","0-14",5.53326992932528,3.40638852608574,7.66015133256483,"White British","poor GH"
"4","15-29",13.6645326026834,11.6283354742949,15.7007297310718,"White British","poor GH"
"4","30-44",42.5563126142985,39.0061966239943,46.1064286046028,"White British","poor GH"
"4","45-59",88.197590357409,82.9030750456059,93.4921056692121,"White British","poor GH"
"4","60-74",130.76197208471,123.310584043419,138.213360126001,"White British","poor GH"
"4","75",186.719590368955,174.240332719869,199.198848018041,"White British","poor GH"
"5","0-14",7.83928162754002,4.93562443376118,10.7429388213189,"White British","poor GH"
"5","15-29",18.8060853528083,15.7864579376691,21.8257127679474,"White British","poor GH"
"5","30-44",67.1800982663477,61.7268603160384,72.6333362166569,"White British","poor GH"
"5","45-59",145.078219928543,136.429786190749,153.726653666338,"White British","poor GH"
"5","60-74",182.879801306931,170.831045658501,194.928556955362,"White British","poor GH"
"5","75",229.814303360584,210.248971828274,249.379634892895,"White British","poor GH"
"overall","0-14",2.72392378737645,2.19530455777334,3.25254301697956,"White British","poor GH"
"overall","15-29",9.72192413062683,9.02381682611531,10.4200314351383,"White British","poor GH"
"overall","30-44",25.759744335105,24.7422181011346,26.7772705690755,"White British","poor GH"
"overall","45-59",54.0183081891206,52.5878404907882,55.448775887453,"White British","poor GH"
"overall","60-74",78.0902882187058,76.0936277332034,80.0869487042082,"White British","poor GH"
"overall","75",143.507457375843,139.416021940818,147.598892810869,"White British","poor GH"
"1","0-64",12.3057031021495,11.6718768211821,12.9395293831169,"White British","poor GH"
"2","0-64",22.5002390723952,21.6342070210702,23.3662711237202,"White British","poor GH"
"3","0-64",31.6554874668697,30.4470494104447,32.8639255232947,"White British","poor GH"
"4","0-64",46.2599021299477,44.3643977574713,48.155406502424,"White British","poor GH"
"5","0-64",73.2114029505776,70.1795871557101,76.2432187454451,"White British","poor GH"
"overall","0-64",28.2770129813531,27.7534418507562,28.80058411195,"White British","poor GH"
"1","all",24.9913282796081,24.1185937613526,25.8640627978636,"White British","poor GH"
"2","all",36.8171132461954,35.7520105559744,37.8822159364165,"White British","poor GH"
"3","all",48.104169053274,46.7038146911041,49.5045234154439,"White British","poor GH"
"4","all",68.4616550305447,66.3019132369114,70.6213968241781,"White British","poor GH"
"5","all",98.9167597451968,95.5191321563646,102.314387334029,"White British","poor GH"
"overall","all",44.2922340162185,43.6687892670655,44.9156787653715,"White British","poor GH"
